Image_name,fc_gt_value
levinoutside_0.png,2.1
levinoutside_1.png,2.1041538461538463
levinoutside_2.png,2.1083076923076924
levinoutside_3.png,2.1124615384615386
levinoutside_4.png,2.116615384615385
levinoutside_5.png,2.120769230769231
levinoutside_6.png,2.124923076923077
levinoutside_7.png,2.1290769230769238
levinoutside_8.png,2.133230769230769
levinoutside_9.png,2.137384615384616
levinoutside_10.png,2.141538461538462
levinoutside_11.png,2.145692307692308
levinoutside_12.png,2.1498461538461537
levinoutside_13.png,2.154
levinoutside_14.png,2.158153846153846
levinoutside_15.png,2.1623076923076923
levinoutside_16.png,2.1664615384615384
levinoutside_17.png,2.1706153846153846
levinoutside_18.png,2.174769230769231
levinoutside_19.png,2.178923076923077
levinoutside_20.png,2.183076923076923
levinoutside_21.png,2.1872307692307693
levinoutside_22.png,2.1913846153846155
levinoutside_23.png,2.1955384615384617
levinoutside_24.png,2.199692307692308
levinoutside_25.png,2.203846153846154
levinoutside_26.png,2.208
levinoutside_27.png,2.2121538461538464
levinoutside_28.png,2.2163076923076925
levinoutside_29.png,2.2204615384615387
levinoutside_30.png,2.224615384615385
levinoutside_31.png,2.228769230769231
levinoutside_32.png,2.232923076923077
levinoutside_33.png,2.237076923076923
levinoutside_34.png,2.241230769230769
levinoutside_35.png,2.2453846153846158
levinoutside_36.png,2.249538461538461
levinoutside_37.png,2.253692307692308
levinoutside_38.png,2.257846153846154
levinoutside_39.png,2.262
levinoutside_40.png,2.266153846153846
levinoutside_41.png,2.2703076923076924
levinoutside_42.png,2.2744615384615385
levinoutside_43.png,2.2786153846153847
levinoutside_44.png,2.282769230769231
levinoutside_45.png,2.286923076923077
levinoutside_46.png,2.2910769230769232
levinoutside_47.png,2.2952307692307694
levinoutside_48.png,2.299384615384616
levinoutside_49.png,2.3035384615384618
levinoutside_50.png,2.307692307692308
levinoutside_51.png,2.311846153846154
levinoutside_52.png,2.3160000000000003
levinoutside_53.png,2.320153846153846
levinoutside_54.png,2.324307692307692
levinoutside_55.png,2.3284615384615384
levinoutside_56.png,2.3326153846153845
levinoutside_57.png,2.3367692307692307
levinoutside_58.png,2.340923076923077
levinoutside_59.png,2.345076923076923
levinoutside_60.png,2.349230769230769
levinoutside_61.png,2.3533846153846154
levinoutside_62.png,2.3575384615384616
levinoutside_63.png,2.361692307692308
levinoutside_64.png,2.365846153846154
levinoutside_65.png,2.37
levinoutside_66.png,2.365846153846154
levinoutside_67.png,2.361692307692308
levinoutside_68.png,2.3575384615384616
levinoutside_69.png,2.3533846153846154
levinoutside_70.png,2.349230769230769
levinoutside_71.png,2.345076923076923
levinoutside_72.png,2.340923076923077
levinoutside_73.png,2.3367692307692307
levinoutside_74.png,2.3326153846153845
levinoutside_75.png,2.3284615384615384
levinoutside_76.png,2.3243076923076926
levinoutside_77.png,2.3201538461538465
levinoutside_78.png,2.3160000000000003
levinoutside_79.png,2.311846153846154
levinoutside_80.png,2.307692307692308
levinoutside_81.png,2.3035384615384618
levinoutside_82.png,2.299384615384616
levinoutside_83.png,2.2952307692307694
levinoutside_84.png,2.2910769230769232
levinoutside_85.png,2.286923076923077
levinoutside_86.png,2.282769230769231
levinoutside_87.png,2.2786153846153847
levinoutside_88.png,2.2744615384615385
levinoutside_89.png,2.2703076923076924
levinoutside_90.png,2.266153846153846
levinoutside_91.png,2.262
levinoutside_92.png,2.257846153846154
levinoutside_93.png,2.253692307692308
levinoutside_94.png,2.249538461538461
levinoutside_95.png,2.2453846153846158
levinoutside_96.png,2.241230769230769
levinoutside_97.png,2.2370769230769234
levinoutside_98.png,2.232923076923077
levinoutside_99.png,2.228769230769231
levinoutside_100.png,2.224615384615385
levinoutside_101.png,2.2204615384615387
levinoutside_102.png,2.2163076923076925
levinoutside_103.png,2.2121538461538464
levinoutside_104.png,2.208
levinoutside_105.png,2.203846153846154
levinoutside_106.png,2.199692307692308
levinoutside_107.png,2.1955384615384617
levinoutside_108.png,2.1913846153846155
levinoutside_109.png,2.1872307692307693
levinoutside_110.png,2.183076923076923
levinoutside_111.png,2.178923076923077
levinoutside_112.png,2.174769230769231
levinoutside_113.png,2.1706153846153846
levinoutside_114.png,2.1664615384615384
levinoutside_115.png,2.1623076923076923
levinoutside_116.png,2.158153846153846
levinoutside_117.png,2.154
levinoutside_118.png,2.1498461538461537
levinoutside_119.png,2.145692307692308
levinoutside_120.png,2.141538461538462
levinoutside_121.png,2.137384615384616
levinoutside_122.png,2.133230769230769
levinoutside_123.png,2.1290769230769238
levinoutside_124.png,2.124923076923077
levinoutside_125.png,2.120769230769231
levinoutside_126.png,2.116615384615385
levinoutside_127.png,2.1124615384615386
levinoutside_128.png,2.1083076923076924
levinoutside_129.png,2.1041538461538463
levinoutside_130.png,2.1
levinoutside_131.png,2.101384615384616
levinoutside_132.png,2.1027692307692307
levinoutside_133.png,2.1041538461538463
levinoutside_134.png,2.105538461538462
levinoutside_135.png,2.106923076923077
levinoutside_136.png,2.1083076923076924
levinoutside_137.png,2.109692307692308
levinoutside_138.png,2.111076923076923
levinoutside_139.png,2.1124615384615386
levinoutside_140.png,2.1138461538461537
levinoutside_141.png,2.115230769230769
levinoutside_142.png,2.116615384615385
levinoutside_143.png,2.118
levinoutside_144.png,2.1193846153846154
